url,character,full_description,clothing_description
https://soulcalibur.fandom.com/wiki,Leixia,"
Leixia is a cute teenage girl. Her facial features resemble her mother, Xianghua, and her hairstyle is based on a traditional Chinese hairstyle worn by young women. She is wearing an elegant outfit inspired by the blue lotus flower which shares the aesthetic of Xianghua's costumes from the previous games. She has Kilik's pendant, the [[Dvapara-Yuga]] fragment, attached to her collar.

",her hairstyle a traditional Chinese hairstyle worn by young women an elegant outfit inspired by the blue lotus flower which shares the aesthetic of Xianghua's costumes from the previous games Kilik's pendant her collar
https://soulcalibur.fandom.com/wiki,Viola,"
In her appearance, Viola is a young pale-skinned woman with red eyes and white curled hair. The purple dress she is wearing has a similar silhouette to [[Amy]]'s dress in [[Soulcalibur IV]] and also seems to be gothic lolita inspired. Viola's laced stockings have a pattern that shows a moth trapped in a cobweb. Over her body, she is wearing an aubergine-colored hooded cape that splits down the middle. Roses are a recurring motif in her costume as well. She wears elongated, claw-like armor rings on four fingers of her right hand.

",red eyes and white curled hair The purple dress she is wearing a similar silhouette dress Viola's laced stockings a pattern that shows a moth trapped in a cobweb an aubergine-colored hooded cape that splits down the middle her costume claw-like armor rings
https://soulcalibur.fandom.com/wiki,FanChar:skywerwolf:Xian,"
Xian stands rather relaxedly. His hair is blue, in the past is used to be brighter but he darkened it, and is rather lean. Commonly he will wear his blue silk shirt and pants, given to him by a grateful noble after dispatching a group of thieves plaguing the area. He will wear a necklace with one side that says ""murder"" on it and on the other side says ""focus"". He will sometimes sport a purple headband to remind him that he is always in training, always learning more. He seems to have a taste for common shoes.


",His hair his blue silk shirt and pants a necklace a purple headband common shoes
https://soulcalibur.fandom.com/wiki,FanChar:JefferyDante:Angelo de Syrma,"
In ''Soulcalibur III'', Angelo has long and dark hair, olive skin and dark eyes. He wears popular clothing, consisting of a shirt and pants made of simple fabric. He also sports dark spaulders.

In ''Soulcalibur IV'', Angelo's appearance changed drastically: his hair is longer and blonde, and his eyes are now light blue, but he keeps his olive skin. He wears a silvery armor, with gold ornaments.
","long and dark hair, olive skin and dark eyes popular clothing a shirt and pants made of simple fabric his hair his eyes a silvery armor gold ornaments"
https://soulcalibur.fandom.com/wiki,Xiba,"
Xiba has messy, red hair and brown eyes. He is quite short for a male; standing at only 164 cm (5'4½""). Despite his love of food, he is built and athletic like any trained warrior would be. His facial features slightly resemble his father Kilik, if one looks closely.

He sports a blue jaded pendant around his neck, and wears an unbuttoned black shirt with his master's family name on the back, arm protectors, a tiger-pelted jacket wrapped around his waist, and yellow trousers.

Xiba also walks around barefoot for an unknown reason and wears a gold anklet.

","messy, red hair and brown eyes pendant  an unbuttoned black shirt arm protectors, a tiger-pelted jacket wrapped around his waist, and yellow trousers barefoot gold"
https://soulcalibur.fandom.com/wiki,FanChar:superfanofmk/Makato,"
Makato has shoulder-length red hair that is usually tied back into a large ponytail. She has deep, piercing blue eyes. She wears a red jacket over a pink undershirt, along with a denim miniskirt with leggings and red boots. Her alternate costume has her hair worn straight down with a white long-sleeved shirt and jeans, with short high heels and fingerless gloves. Despite being born in Japan to Japanese parents, she does not look anything like a Japanese woman.

",shoulder-length red hair that is usually tied back into a large ponytail blue eyes a red jacket a pink undershirt a denim miniskirt with leggings and red boots Her alternate costume her hair a white long-sleeved shirt and jeans short high heels and fingerless gloves
https://soulcalibur.fandom.com/wiki,FanChar:Justice0:Akimaru,"
Akimaru is a heroic looking middle-aged man with black hair that is starting to become gray and darkbrown eyes. He has a scar on his face from the battle he fought back in the 1500s and wears a kimono that has the crest of his family marked on it and he also wears tan hakama that has the kanji ""魂"" written on the left leg. He wears the samurai armor that he wore into battle in Sekigahara and also wears a Buddhist bead necklace.

",black hair that is starting to become gray and darkbrown eyes a scar on his face from the battle he fought back in the 1500s and wears a kimono that has the crest of his family marked on it the samurai armor that he wore into battle in Sekigahara and also wears a Buddhist bead necklace
https://soulcalibur.fandom.com/wiki,FanChar: T.J. Marcus,"
T.J. has a black mohawk that is curved upwards and he has brown colored eyes. He also wears a black t shirt and has on blue jean shorts, he also sports black back laced boots on his feet. And he wears a knitted cap on his head.
",a black mohawk that is curved upwards brown colored eyes a black t shirt blue jean shorts black back laced boots on his feet a knitted cap on his head
https://soulcalibur.fandom.com/wiki,FanChar: ShadowToonLink: Mark,"
Mark wears a blackish gray shirt, black pants, and a belt with daggers on it around his shoulder and neck. His 2p costume is based on '''Z.W.E.I.''', but it is a dark shade of light blue.
{| border","a blackish gray shirt, black pants, and a belt with daggers on it around his shoulder and neck His 2p costume {| border"
https://soulcalibur.fandom.com/wiki,Fanchar:Alluid: Jack Ravencroft,"
Jack Ravencroft has pale white skin, black hair and red irises. He wears a black coat or robe, with a blood-red shirt underneath. His ""Noble"" costume has dark purple greaves and gauntlets in the place of blood-red boots and gloves. He has black dress pants in both costumes. His hair is noticeably longer in his ""Noble"" costume.
","black hair and red irises a black coat or robe blood-red shirt His ""Noble"" costume dark purple greaves and gauntlets blood-red boots and gloves black dress pants in both costumes His hair his ""Noble"" costume"
https://soulcalibur.fandom.com/wiki,FanChar: Koga,"
Koga's overall outfit resemble a ninja (because he is a ninja), He wear a fishnet undershirt covered with a black ''haori'' and a black pants, he also wear a purple sash, a purple boots and a red cape. Koga has a spiky green hair.

","
Koga's overall outfit a fishnet undershirt covered with a black ''haori'' and a black pants a purple sash, a purple boots and a red cape a spiky green hair"
https://soulcalibur.fandom.com/wiki,FanChar: Janine,"
Janine's attire resemble her father's, although she wear a sleeveless black haori and a sleeveless fishnet undershirt, she also wears a pink cape resemble Koga, Janine styled her azure hair into a spiky ponytail, once again resemble Koga.

",Janine's attire a sleeveless fishnet undershirt a pink cape her azure hair a spiky ponytail
https://soulcalibur.fandom.com/wiki,FanChar:Saizou,"
Saizou is an average heighted person, and has a lean body type. He has brown eyes and lightly tan skin. Much like the ninja who saved him and his brother in their youth, Saizou is clad in red colored ninja wear. As a custom of his clan, they all have a bit of yellow in their outfits, such as some of the stripes on the outfit and have some black colored parts as well. The armored parts of their outfits are usually yellow colored such as their plated gauntlets, shin guards, and pauldrons. While the stripes in the standard outfits are colored black. In his first adventure, he was less yellow colored parts on his outfit and some white colors on his outfit this is because he is only a starting rank, and will gain an outfit with black stripes added when he earns the rank.

","brown eyes and lightly tan skin their outfits, such as some of the stripes on the outfit their outfits their plated gauntlets, shin guards, and pauldrons the standard outfits his outfit and his outfit an outfit with black stripes added when he earns the rank"
